ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,Community Areas,Historical Wards 2003-2015,Zip Codes,Census Tracts,Wards
2762252-20201123,2762252,471810,1,Dweller Products LCC,Dweller Products,465 N PARK DR  3601,CHICAGO,IL,60611,42,,42-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2762252,ISSUE,11/20/2020,11/20/2020,11/20/2020,N,11/23/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,,41.890520989,-87.619468779,"(41.89052098866587, -87.61946877886683)",37,22,21182,159,36
2762215-20201123,2762215,471777,1,Hera Fashion Inc,Hera Fasion Inc,835 N MICHIGAN AVE  6015,CHICAGO,IL,60611,2,,2-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2762215,ISSUE,11/19/2020,11/19/2020,11/20/2020,N,11/23/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,,41.897740856,-87.623961316,"(41.897740856252504, -87.62396131598219)",37,22,21182,233,11
1678255-20200916,2740880,300609,1,TKO INC.,DUNKIN DONUTS,303 E WACKER DR  C-09,CHICAGO,IL,60601,42,50,42-50,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1678255,RENEW,,07/15/2020,09/15/2020,N,09/16/2020,09/15/2022,09/15/2020,11/23/2020,AAI,,,41.887705379,-87.620588144,"(41.88770537937826, -87.62058814392799)",38,22,14309,580,36
2601227-20201116,2752670,428001,1,"H&I PINA, INC.",LA PALMA SUPERMERCADO,4173 S ARCHER AVE 1,CHICAGO,IL,60632,12,13,12-13,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2601227,RENEW,,09/15/2020,10/19/2020,N,11/16/2020,11/15/2022,10/19/2020,11/23/2020,AAI,,39,41.817579308,-87.698320586,"(41.81757930768816, -87.69832058630668)",55,49,22248,196,1
61624-20201216,2754661,19490,1,"BALASKAS FAMILY RESTAURANT,INC",L & G RESTAURANT,2632 E 75TH ST 1ST,CHICAGO,IL,60649,7,23,7-23,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,61624,RENEW,,10/15/2020,11/20/2020,N,12/16/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,49,41.759211101,-87.560159804,"(41.75921110106244, -87.56015980444218)",39,43,22538,245,37
2418112-20200316,2711459,400022,1,"ORIOLE, LLC",ORIOLE,661 W WALNUT ST,CHICAGO,IL,60661,42,1,42-1,12,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2418112,RENEW,,01/15/2020,11/20/2020,N,03/16/2020,03/15/2022,11/20/2020,11/23/2020,AAI,,,41.886135369,-87.645175064,"(41.886135368620835, -87.6451750641585)",29,41,4452,784,36
1816954-20201016,2746657,315895,1,"MINDFUL EVOLUTION, INC.","MINDFUL EVOLUTION, INC.",1769 1/2 W GREENLEAF AVE,CHICAGO,IL,60626,49,3,49-3,24,1010,Limited Business License,894,Hair Services,1816954,RENEW,,08/15/2020,11/20/2020,N,10/16/2020,10/15/2022,11/20/2020,11/23/2020,AAI,,24,42.010081013,-87.674968985,"(42.010081012833716, -87.67496898462907)",10,3,21853,49,5
2476556-20210116,2761471,407896,1,"NANDO'S OF HYDE PARK, LLC",NANDO'S PERI PERI,1447 E 53RD ST 1,CHICAGO,IL,60615,5,54,5-54,2,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2476556,RENEW,,11/15/2020,11/20/2020,N,01/16/2021,01/15/2023,11/20/2020,11/23/2020,AAI,,61,41.799423505,-87.589964079,"(41.799423505424414, -87.58996407916824)",8,1,21192,500,33
2636610-20201216,2756927,454552,1,WINDY CITY CHICAGO CORP,SOUTH ASIANS FAMILY AND FRIENDS,2761 W DEVON AVE,CHICAGO,IL,60659,50,,50-,,1010,Limited Business License,602,Administrative Commercial Office,2636610,RENEW,,10/15/2020,11/22/2020,N,12/16/2020,12/15/2022,11/22/2020,11/23/2020,AAI,,43,41.997453317,-87.699505555,"(41.99745331743653, -87.6995055549581)",20,42,4450,31,27
2762236-20201123,2762236,471803,1,"Ale Viola, LLC",IPPOLITA,900 N MICHIGAN AVE 1 L111,CHICAGO,IL,60611,42,,42-,,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2762236,ISSUE,11/20/2020,11/20/2020,11/20/2020,N,11/23/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)",37,22,21182,104,36
1937374-20201216,2755571,337968,1,CYNTHIA A GUANO,CYNTHIA A GUANO,3150 W MONTROSE AVE 1ST,CHICAGO,IL,60618,33,3,33-3,17,1010,Limited Business License,,,1937374,RENEW,,10/15/2020,11/22/2020,N,12/16/2020,12/15/2022,11/22/2020,11/23/2020,AAI,,60,41.961298575,-87.707873392,"(41.961298575248435, -87.70787339178173)",14,2,21538,258,20
2758053-20201109,2758053,471508,1,Alejandra Montes,Fredy's Barber,4100 S ASHLAND AVE 1ST OUT/INDOOR,CHICAGO,IL,60609,12,,12-,,1010,Limited Business License,894,Hair Services,2758053,ISSUE,11/06/2020,11/06/2020,,N,11/09/2020,11/15/2022,11/07/2020,11/09/2020,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)",59,29,14924,706,1
2418113-20200316,2711460,400022,1,"ORIOLE, LLC",ORIOLE,661 W WALNUT ST,CHICAGO,IL,60661,42,1,42-1,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2418113,RENEW,,01/15/2020,11/20/2020,N,03/16/2020,03/15/2022,11/20/2020,11/23/2020,AAI,,,41.886135369,-87.645175064,"(41.886135368620835, -87.6451750641585)",29,41,4452,784,36
2762228-20201123,2762228,471789,1,CARMEN G PEREZ,MAGIC MATTRESS,3947 N AUSTIN AVE.  1,CHICAGO,IL,60634,38,,38-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2762228,ISSUE,11/19/2020,11/19/2020,11/20/2020,N,11/23/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,,41.952618335,-87.776613692,"(41.95261833471703, -87.77661369186345)",15,25,22254,311,19
2293833-20200516,2721925,386117,1,FLYING SQUIRREL INDUSTRIES LLC,SLIPPERY SLOPE,2357 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60647,1,10,1-10,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,2293833,RENEW,,03/15/2020,10/28/2020,N,05/16/2020,05/15/2022,10/28/2020,11/23/2020,AAI,,,41.924150306,-87.699150883,"(41.92415030562805, -87.69915088269197)",23,15,22535,322,41
2758017-20201123,2758017,471489,1,Tastee Rolls II LLC,Tastee Rolls 2,130 E 79TH ST,CHICAGO,IL,60619,6,,6-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2758017,ISSUE,11/06/2020,11/06/2020,11/06/2020,N,11/23/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,,41.751140561,-87.619944294,"(41.75114056062127, -87.6199442942335)",67,31,21546,475,32
1874516-20201016,2746704,324150,1,WHITNEY L. OSTERUD,WHITNEY OSTERUD VIOLINS,410 S MICHIGAN AVE 4 401,CHICAGO,IL,60605,42,49,42-49,1,1010,Limited Business License,,,1874516,RENEW,,08/15/2020,11/20/2020,N,10/16/2020,10/15/2022,11/20/2020,11/23/2020,AAI,,,41.876707652,-87.62442948,"(41.87670765183466, -87.62442947950342)",38,48,14913,367,36
1694910-20201216,2755383,302792,1,SACA INCORPORATED,LIZARD'S LIQUID LOUNGE,3058 W IRVING PARK RD 1,CHICAGO,IL,60618,33,11,33-11,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1694910,RENEW,,10/15/2020,11/21/2020,N,12/16/2020,12/15/2022,11/21/2020,11/23/2020,AAI,,60,41.95404564,-87.705514293,"(41.9540456395967, -87.70551429267886)",16,2,21538,116,20
12540-20201216,2754452,6083,1,DAPPERS EAST INC,DAPPER'S EAST RESTAURANT,2901 W ADDISON ST,CHICAGO,IL,60618,33,4,33-4,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12540,RENEW,,10/15/2020,11/20/2020,N,12/16/2020,12/15/2022,11/20/2020,11/23/2020,AAI,,,41.946552826,-87.700535766,"(41.94655282616904, -87.700535765616)",22,2,21538,425,20
5357-20210116,2759229,2846,1,AMERICAN GRINDING & MACHINE CO,AMERICAN GRINDING & MACHINE CO,2000 N MANGO AVE,CHICAGO,IL,60639,29,7,29-7,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,5357,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.916926352,-87.769527789,"(41.916926352249476, -87.76952778856044)",19,52,22615,57,7
1519256-20210116,2760537,281285,1,LIL'S LOW CARB INC.,LIL'S DIETARY SPECIALITY SHOP,2738 W 111TH ST,CHICAGO,IL,60655,19,17,19-17,22,1010,Limited Business License,,,1519256,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.691806997,-87.69001038,"(41.69180699696425, -87.69001038000233)",74,33,4447,314,42
48342-20200416,2714594,64431,1,DANUTA PILAT/WIESLOW PINSECKI,T & L CLEANERS,6202 W 63RD ST 1ST,CHICAGO,IL,60638,13,39,13-39,8,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,48342,RENEW,,02/15/2020,11/23/2020,N,04/16/2020,04/15/2022,11/23/2020,11/24/2020,AAI,,,41.777874323,-87.776536545,"(41.77787432309769, -87.77653654510553)",62,35,22268,265,15
2069073-20201216,2755788,358186,1,CM1 CONSTRUCTION & WINDOWS INC.,CM1 CONSTRUCTION & WINDOWS INC.,2823 W 59TH ST 1ST,CHICAGO,IL,60629,16,35,16-35,8,1010,Limited Business License,,,2069073,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,59,41.786277649,-87.694660646,"(41.78627764904483, -87.694660645516)",64,19,21867,183,2
2595328-20201016,2748418,427156,1,MR BEEF & PIZZA LLC,MR BEEF ON HARLEM,3917 N HARLEM AVE 1,CHICAGO,IL,60634,38,3,38-3,16,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2595328,RENEW,,08/15/2020,11/23/2020,N,10/16/2020,10/15/2022,11/23/2020,11/24/2020,AAI,,,41.951274669,-87.807066382,"(41.951274669402395, -87.80706638213873)",17,25,22254,444,19
1905411-20200616,2725948,331613,1,MS. BISCUIT LLC,MS. BISCUIT,5431 S WABASH AVE 1ST,CHICAGO,IL,60615,3,26,3-26,2,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1905411,RENEW,,04/15/2020,11/23/2020,N,06/16/2020,06/15/2022,11/23/2020,11/24/2020,AAI,,,41.7955584,-87.623963322,"(41.795558400495, -87.62396332231135)",7,12,21192,401,9
2594797-20210116,2760490,272095,1,MJ AUTOMOTIVE INC,PERFECT PITCH AUTO REPAIR,10758 S KEDZIE AVE,CHICAGO,IL,60655,19,8,19-8,22,8340,Motor Vehicle Services License,712,Motor Vehicle Repair -  Engine and Transmission Work,2594797,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.69713185,-87.701167987,"(41.6971318496937, -87.70116798680422)",73,33,4447,369,42
2718705-20201124,2718705,467340,1,4114 N KEDZIE RESTAURANT LLC,EL ALEBRIJE,4114 N KEDZIE AVE LL+1,CHICAGO,IL,60618,33,17,33-17,17,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2718705,ISSUE,03/11/2020,04/03/2020,04/02/2020,Y,11/24/2020,12/15/2022,11/24/2020,11/24/2020,AAI,,60,41.956193397,-87.708230325,"(41.956193396983295, -87.70823032541526)",16,2,21538,23,20
2641760-20210116,2761938,455404,1,CMS AUTO REPAIR INC.,CMS AUTO REPAIR INC.,5663 N MASON AVE,CHICAGO,IL,60646,45,41,45-41,16,8340,Motor Vehicle Services License,711,Motor Vehicle Repair - Engine and Body Work,2641760,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.984584314,-87.776641096,"(41.98458431390033, -87.77664109592956)",11,20,22532,701,50
35167-20210116,2759393,14998,1,LEW-EL TOOL & MANUFACTURING CO,LEW-EL TOOL & MANUFACTURING CO,1935 N LECLAIRE AVE 1ST,CHICAGO,IL,60639,36,19,36-19,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,35167,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.916168402,-87.752745071,"(41.916168401530236, -87.75274507064026)",19,4,22615,306,44
1739498-20200916,2741009,307248,1,"PRINTABLE TECHNOLOGIES, INC.",PTI Marketing Technologies,200 W MONROE ST  1420,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1739498,RENEW,,07/15/2020,11/19/2020,N,09/16/2020,09/15/2022,11/19/2020,11/24/2020,AAI,,,41.880768961,-87.633874974,"(41.880768960917806, -87.63387497409452)",38,48,14914,92,36
3758-20210116,2759472,24755,1,BEVERLY RIDGE FUNERAL HOME LIMITED,BEVERLY RIDGE FUNERAL HOME,10415 S KEDZIE AVE 1ST,CHICAGO,IL,60655,19,6,19-6,22,1010,Limited Business License,709,Miscellaneous Personal Services,3758,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.703867723,-87.70111833,"(41.70386772340723, -87.70111832963588)",73,33,4447,256,42
1245928-20201216,2755140,246924,1,SUPAROSSA ON WESTERN INC.,PETE'S PIZZA,3737 N WESTERN AVE,CHICAGO,IL,60618,47,51,47-51,19,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1245928,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,38,41.949664551,-87.688192141,"(41.94966455107424, -87.68819214082336)",46,13,21538,613,18
1493023-20201216,2755261,277003,1,"A&D PROPERTY SERVICES, INC.",A&D PROPERTY SERVICES INC.,7344-7350 S EXCHANGE AVE,CHICAGO,IL,60649,7,23,7-23,3,1010,Limited Business License,,,1493023,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,49,41.761487741,-87.562648524,"(41.761487740802615, -87.56264852352732)",39,43,22538,245,37
1245927-20201216,2755141,246924,1,SUPAROSSA ON WESTERN INC.,PETE'S PIZZA,3737 N WESTERN AVE,CHICAGO,IL,60618,47,51,47-51,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1245927,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,38,41.949664551,-87.688192141,"(41.94966455107424, -87.68819214082336)",46,13,21538,613,18
2636374-20210116,2761794,454404,1,ARZ Technologies Inc,ARZ Technologies inc,5221 N HARLEM AVE,CHICAGO,IL,60656,41,,41-,,1010,Limited Business License,922,Retail Sales of Cell Phones and Accessories,2636374,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.97620843,-87.8068975,"(41.97620842967035, -87.80689750033658)",36,34,4448,699,29
2600886-20201216,2756681,427865,1,CLARK CONVENIENCE LLC,7-ELEVEN 37760A,3519 N CLARK ST 1 SPACE C101,CHICAGO,IL,60657,44,38,44-38,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2600886,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,17,41.946280811,-87.655603128,"(41.94628081101039, -87.65560312808297)",57,38,4449,211,25
53239-20210116,2759610,38646,1,ROYAL DOLLAR NC,DOLLAR LAND,4743 W FULLERTON AVE 1ST,CHICAGO,IL,60639,31,42,31-42,25,1010,Limited Business License,,,53239,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.924139584,-87.745608068,"(41.924139584012984, -87.74560806810818)",19,7,22615,289,17
2217662-20201216,2755260,277003,1,"A&D PROPERTY SERVICES, INC.",A&D PROPERTY SERVICES INC.,7344-7350 S EXCHANGE AVE,CHICAGO,IL,60649,7,23,7-23,3,4404,Regulated Business License,673,Home Repair Services,2217662,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,49,41.761487741,-87.562648524,"(41.761487740802615, -87.56264852352732)",39,43,22538,245,37
2595327-20201016,2748417,427156,1,MR BEEF & PIZZA LLC,MR BEEF ON HARLEM,3917 N HARLEM AVE 1,CHICAGO,IL,60634,38,3,38-3,16,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2595327,RENEW,,08/15/2020,11/23/2020,N,10/16/2020,10/15/2022,11/23/2020,11/24/2020,AAI,,,41.951274669,-87.807066382,"(41.951274669402395, -87.80706638213873)",17,25,22254,444,19
2501296-20210116,2761516,411929,1,"CHICAGO CAR CONNECTIONS, INC.",CHICAGO CAR CONNECTIONS,6516-6534 S WESTERN AVE 1,CHICAGO,IL,60636,16,11,16-11,8,1010,Limited Business License,793,Sales / Rental / Lease of Motorized Vehicles,2501296,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.77505516,-87.68367731,"(41.77505515957109, -87.6836773096735)",64,44,22257,382,2
61458-20210116,2759444,19418,1,WHITE EAGLE SPRING & WIRE MANUFACTURING,WHITE EAGLE SPRING & WIRE MFG,1637 N LOWELL AVE 1ST,CHICAGO,IL,60639,26,27,26-27,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,61458,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.910885545,-87.734762115,"(41.910885544911594, -87.73476211542446)",24,27,22615,285,49
2636162-20201216,2756861,432992,1,"RANSOM SNOW REMOVAL & LANDSCAPING, LLC","RANSOM SNOW REMOVAL & LANDSCAPING, LLC",6549 S INGLESIDE AVE 1ST,CHICAGO,IL,60637,20,5,20-5,3,4404,Regulated Business License,812,Snow Removal Service (Home Based Business),2636162,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,,41.775374018,-87.602017596,"(41.77537401829837, -87.60201759557671)",9,53,22260,347,4
7862-20210116,2759492,25735,1,UNITY FUNERAL PARLORS INC,UNITY FUNERAL PARLORS INC,4114 S MICHIGAN AVE,CHICAGO,IL,60653,3,24,3-24,2,1010,Limited Business License,709,Miscellaneous Personal Services,7862,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.819663632,-87.623258433,"(41.819663631862504, -87.62325843289103)",4,12,4301,163,9
2497-20210116,2759810,85383,1,"ALPHA BAKING CO., INC.","ALPHA BAKING CO., INC.",5001 W POLK ST  1ST F,CHICAGO,IL,60644,29,41,29-41,15,1007,Wholesale Food Establishment,864,Wholesale Food Sales,2497,RENEW,,11/15/2020,11/24/2020,N,01/16/2021,01/15/2023,11/24/2020,11/24/2020,AAI,,,41.870101881,-87.749251616,"(41.870101880619835, -87.74925161583737)",26,36,22216,61,7
5430-20210116,2759234,3407,1,ELECTRO MATIC PRODUCTS,ELECTRO MATIC PRODUCTS,2235 N KNOX AVE,CHICAGO,IL,60639,36,42,36-42,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,5430,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.921688812,-87.742440814,"(41.9216888115955, -87.74244081449496)",19,7,22615,289,44
2068868-20201216,2755769,357937,1,"FASTWAY CITGO, INC.",FASTWAY MART EXXON,6300-6308 W FOSTER AVE 1,CHICAGO,IL,60630,45,21,45-21,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2068868,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,,41.975765419,-87.785227726,"(41.975765419442304, -87.78522772614805)",11,20,21869,779,50
2749481-20201124,2749481,469761,1,Dinner And A Movie LLC,Dinner And A Movie,2500 N ASHLAND AVE 1 1,CHICAGO,IL,60614,32,,32-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2749481,ISSUE,08/31/2020,08/31/2020,08/31/2020,N,11/24/2020,10/15/2022,10/01/2020,10/02/2020,AAI,,,41.927051362,-87.668359476,"(41.92705136177427, -87.66835947589291)",68,16,21190,743,40
2762278-20201124,2762278,471839,1,WINDOW DOCTOR LLC,WINDOW DOCTOR LLC,5103 N LINCOLN AVE 1ST,CHICAGO,IL,60625,40,,40-,,4404,Regulated Business License,673,Home Repair Services,2762278,ISSUE,11/23/2020,11/23/2020,11/23/2020,N,11/24/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,,41.974172822,-87.6919378,"(41.97417282172239, -87.69193779998538)",6,46,21849,28,24
1543439-20201216,2755142,246924,1,SUPAROSSA ON WESTERN INC.,PETE'S PIZZA,3737 N WESTERN AVE,CHICAGO,IL,60618,47,51,47-51,19,1481,Caterer's Liquor License,630,Catering of Liquor To Events,1543439,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,38,41.949664551,-87.688192141,"(41.94966455107424, -87.68819214082336)",46,13,21538,613,18
16599-20201016,2745441,6892,1,S & J MOBIL OIL INC.,S & J MOBIL OIL INC,7601 S STATE ST  1STFL,CHICAGO,IL,60619,6,16,6-16,6,1275,Filling Station,666,Operation of a Fuel Filling Station,16599,RENEW,,08/15/2020,08/30/2020,N,10/16/2020,10/15/2022,08/30/2020,11/24/2020,AAI,,,41.756403093,-87.624576516,"(41.75640309261558, -87.62457651569842)",67,31,21546,475,32
1942530-20201216,2755578,338983,1,"R J MARKET, INC.",SPINNEYS SUPER MARKET,3036 N CALIFORNIA AVE 1ST,CHICAGO,IL,60618,33,13,33-13,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1942530,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,,41.936876592,-87.697900447,"(41.93687659175122, -87.6979004470704)",22,2,21538,466,20
1547127-20201216,2755287,285321,1,HALINA M. BATKIEWICZ,MILWAUKEE APTEKA ZOLOWA,3017 N MILWAUKEE AVE,CHICAGO,IL,60618,30,13,30-13,25,1010,Limited Business License,,,1547127,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,,41.936124193,-87.718739966,"(41.93612419339545, -87.71873996637184)",22,15,21538,215,21
2209038-20201216,2755789,358186,1,CM1 CONSTRUCTION & WINDOWS INC.,CM1 CONSTRUCTION & WINDOWS INC.,2823 W 59TH ST 1ST,CHICAGO,IL,60629,16,35,16-35,8,4404,Regulated Business License,673,Home Repair Services,2209038,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,59,41.786277649,-87.694660646,"(41.78627764904483, -87.694660645516)",64,19,21867,183,2
5627-20200716,2729047,25197,1,CAR CREDIT CENTER CORP,CAR CREDIT CENTER CORP,7600 S WESTERN AVE 1ST,CHICAGO,IL,60620,18,8,18-8,8,1010,Limited Business License,,,5627,RENEW,,05/15/2020,11/23/2020,N,07/16/2020,07/15/2022,11/23/2020,11/24/2020,AAI,,,41.755301354,-87.683132653,"(41.755301353722366, -87.68313265330056)",69,6,4300,498,30
1546322-20210116,2760553,284553,1,COMPASSIONATE HOME CARE,COMPASSIONATE HOME CARE,11118 S KEDZIE AVE,CHICAGO,IL,60655,19,55,19-55,22,1010,Limited Business License,,,1546322,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,55,41.691010687,-87.700948242,"(41.69101068724038, -87.70094824208284)",73,33,4447,264,42
2762295-20201124,2762295,471848,1,CAM FULFILLMENT LLC,CAM FULFILLMENT LLC,2534 N NEW ENGLAND AVE,CHICAGO,IL,60707,36,,36-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2762295,ISSUE,11/23/2020,11/23/2020,11/23/2020,N,11/24/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,,41.926444843,-87.797915327,"(41.926444843311515, -87.79791532749124)",18,39,4454,136,44
28775-20201216,2754787,31160,1,MANJU J SUTHAR,SHREE PRINTING,3011 W IRVING PARK RD 1ST,CHICAGO,IL,60618,33,6,33-6,17,1010,Limited Business License,,,28775,RENEW,,10/15/2020,11/23/2020,N,12/16/2020,12/15/2022,11/23/2020,11/24/2020,AAI,,60,41.953836977,-87.703647615,"(41.95383697709317, -87.70364761476584)",16,2,21538,372,20
2616668-20200816,2737823,429662,1,"ROMAINE EMPIRE, INC.",FARMER'S FRIDGE,2000 W FULTON ST 2ND-3RD F-310,CHICAGO,IL,60612,27,43,27-43,12,1010,Limited Business License,602,Administrative Commercial Office,2616668,RENEW,,06/15/2020,07/06/2020,N,08/16/2020,08/15/2022,07/06/2020,11/24/2020,AAI,,,41.886879758,-87.676916772,"(41.88687975763771, -87.67691677212059)",29,41,21184,37,46
1598172-20200416,2715349,292845,1,"ROYAL JEWELRY SHOP,INC.","ROYAL JEWELRY SHOP, INC.",5 S WABASH AVE  1001,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,1598172,RENEW,,02/15/2020,11/23/2020,N,04/16/2020,04/15/2022,11/23/2020,11/24/2020,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)",38,22,14311,367,36
16598-20201016,2745442,6892,1,S & J MOBIL OIL INC.,S & J MOBIL OIL INC,7601 S STATE ST  1STFL,CHICAGO,IL,60619,6,16,6-16,6,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,16598,RENEW,,08/15/2020,08/30/2020,N,10/16/2020,10/15/2022,08/30/2020,11/24/2020,AAI,,,41.756403093,-87.624576516,"(41.75640309261558, -87.62457651569842)",67,31,21546,475,32
55646-20210116,2759223,1700,1,CHICAGO DOWEL CO INC,CHICAGO DOWEL CO INC,4700 W GRAND AVE 1ST,CHICAGO,IL,60639,36,40,36-40,25,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,55646,RENEW,,11/15/2020,11/23/2020,N,01/16/2021,01/15/2023,11/23/2020,11/24/2020,AAI,,,41.913079572,-87.743562177,"(41.91307957195228, -87.7435621765808)",26,7,22615,62,44
